product,mass_kg,material_id,countryMaking,impact_ecs
chaussettes,0.14,ei-pa,CN,1006.7596360024502
jean,0.2768839853635783,ei-coton,RLA,3459.2341899970443
tshirt,0.07,ei-laine-nouvelle-filiere,---,696.3625757860416
slip,0.01,ei-viscose,REO,101.9041986641883
pantalon,0.69,ei-lin,KH,5668.991556041975
slip,0.02,ei-pet-r,RME,184.24903178978252
pantalon,1.27,ei-pet-r,CN,9906.683904072495
calecon,0.07,ei-chanvre,MM,673.3459942112725
pull,0.41,ei-jute-kenaf,REE,3462.5000865989537
maillot-de-bain,0.19,elasthane,RME,1546.8364365544048
jean,1.376366971486097,ei-viscose,RME,11902.956673283546
calecon,0.19,coton-rdpc,TN,1630.393389778207
chaussettes,0.16,ei-pet,IN,1081.701839491666
tshirt,0.29,ei-coton,RNA,3381.020620109729
maillot-de-bain,0.22,ei-lin,MM,1524.8826901506577
tshirt,0.44,coton-rdp,MA,3269.3576466364384
tshirt,0.13,elasthane,CN,1310.5166498685376
manteau,1.19,ei-laine-nouvelle-filiere,CN,10016.116178278353
jean,0.4450965147649999,ei-coton,VN,5585.899388324717
chaussettes,0.09,ei-pp,TN,537.6738230605476
jean,1.1862281619829071,ei-acrylique,MA,9894.871647070337
jupe,0.29,ei-chanvre,CN,2359.703405603216
tshirt,0.5,ei-pp,TN,3520.7438168074923
tshirt,0.11,ei-coton,FR,1228.9983650706365
pull,0.76,ei-chanvre,---,5740.79192978695
maillot-de-bain,0.1,ei-jute-kenaf,PK,852.3004979678446
calecon,0.07,ei-laine-par-defaut,IN,1160.5696723894846
maillot-de-bain,0.33,ei-pp,RME,2063.9303622691214
manteau,3.72,ei-laine-nouvelle-filiere,CN,30969.51733135796
pantalon,0.9,coton-rdpc,MM,7328.322354515537
chemise,0.2051032034565179,ei-pp,TN,1440.5985738306106
jean,0.4490717060946864,ei-jute-kenaf,RME,4502.790593602934
pantalon,0.63,ei-pet,RAF,4901.961093989541
tshirt,0.47,ei-pp,RAS,3616.067513106188
pantalon,0.13,ei-acrylique,VN,1192.6667920807215
jupe,0.54,ei-pet,RLA,4122.346393205287
jupe,0.19,elasthane,TR,1667.4473839925192
jean,1.4036525301285283,ei-coton,RAS,17275.028500186083
pantalon,1.13,ei-coton-organic,REE,9654.1065911899
chemise,0.1417769545889034,ei-acrylique,RME,1143.963115575549
chaussettes,0.04,ei-pet,ROC,310.1781647712497
manteau,2.88,ei-lin,RLA,21321.082343832542
maillot-de-bain,0.09,coton-rdp,MM,636.0057990797393
chemise,0.2583201625575592,ei-chanvre,TR,1970.5697484369948
chaussettes,0.02,ei-laine-nouvelle-filiere,RAF,152.7304472031212
jean,1.1180223004730376,ei-coton-organic,IN,10789.724194320026
tshirt,0.25,ei-laine-par-defaut,CN,3710.446776383239
jupe,0.45,coton-rdpc,KH,3575.1648598061747
pantalon,0.25,ei-jute-kenaf,PK,2474.2480784368745
pantalon,1.21,coton-rdpc,RNA,9785.730270612925
chaussettes,0.19,ei-coton-organic,RLA,1428.6016020926631
pantalon,1.24,elasthane,RAF,11709.81926856858
pull,0.9,elasthane,RAS,8065.27476406994
jupe,0.37,ei-pa,RNA,2972.8380338324946
pull,1.1,ei-lin,REE,7232.0531143344115
calecon,0.16,ei-acrylique,IN,1561.7890494823832
pantalon,1.33,ei-laine-nouvelle-filiere,MA,11248.076281102283
pull,0.73,ei-acrylique,FR,5109.49796876117
pull,0.16,ei-pet-r,BD,1149.441413899621
pull,0.87,ei-laine-nouvelle-filiere,RME,6747.332596848093
pull,0.22,ei-lin,REO,1460.599864037014
calecon,0.05,ei-jute-kenaf,---,597.3827359731018
tshirt,0.4,coton-rdpc,RNA,3208.825397647588
pantalon,1.43,ei-coton-organic,ROC,14011.414601157943
chaussettes,0.04,coton-rdp,RME,254.04323468350373
slip,0.02,elasthane,---,256.6116667979357
jupe,0.99,ei-laine-par-defaut,REO,13406.02163488599
jupe,0.17,ei-coton,CN,1952.8021787758728
chaussettes,0.08,ei-laine-nouvelle-filiere,RAF,577.7436652367452
jupe,0.79,ei-pa,CN,6347.553843593903
pull,1.29,ei-jute-kenaf,VN,11848.924349842951
manteau,2.18,ei-viscose,CN,17440.301297038248
slip,0.13,ei-acrylique,REO,1055.563499729691
jupe,0.68,ei-pet-r,PK,4939.32597292444
tshirt,0.26,ei-pa,MM,2199.3724787629712
calecon,0.1,ei-lin,MA,877.8009589193894
chemise,0.424347491706235,ei-laine-par-defaut,RME,5993.586690316424
chemise,0.0948605800872339,ei-pp,TN,687.5841990170775
pull,0.14,coton-rdp,RAF,1014.7591064735255
slip,0.04,ei-pp,MA,332.0704536955183
chaussettes,0.16,ei-acrylique,RME,1073.0766881684508
pull,1.47,ei-pa,REE,10234.272933604509
manteau,2.55,ei-lin,RME,17672.8826965024
pantalon,1.08,ei-pet,MA,8025.09445469459
jupe,0.61,ei-pet-r,REO,4151.310319381068
calecon,0.03,ei-lin,VN,301.8762235319552
jean,0.2715423407326869,ei-coton,RAF,3348.6695701878134
maillot-de-bain,0.19,ei-jute-kenaf,MM,1632.1578652134472
chemise,0.3164131099577262,elasthane,KH,3069.599610318115
chaussettes,0.18,coton-rdp,FR,1057.0822635808636
pantalon,0.54,ei-viscose,CN,4742.577219630604
pantalon,0.31,ei-coton-organic,MA,2767.759016519128
manteau,0.38,ei-pet,PK,2789.262429698716
maillot-de-bain,0.24,ei-pp,RME,1509.3627660871657
manteau,3.97,ei-pet,ROC,31502.1002068552
manteau,3.07,ei-pet,PK,21896.181673510426
pantalon,1.15,ei-coton-organic,CN,10605.389318338668
chemise,0.1817377413236868,ei-coton,RLA,2117.864900276282
pull,0.11,ei-lin,TN,751.6214535664835
jean,0.513816713861935,ei-coton-organic,FR,4652.614825044963
maillot-de-bain,0.29,coton-rdp,RNA,2010.466892295559
pull,0.74,ei-chanvre,KH,5736.717579584987
tshirt,0.38,ei-chanvre,MM,3163.384492942946
tshirt,0.3,ei-lin,RME,2256.317239807031
calecon,0.1,ei-pet-r,MA,864.2784748586657
chaussettes,0.1,ei-viscose,TN,650.6588051665467
tshirt,0.47,ei-coton,IN,5456.068809226159
manteau,2.69,ei-laine-par-defaut,RNA,38205.15273169702
manteau,1.24,coton-rdpc,MA,8721.775358006182
pantalon,0.33,ei-laine-nouvelle-filiere,FR,2784.343820295951
tshirt,0.09,ei-laine-par-defaut,REO,1294.3275267250417
calecon,0.09,ei-jute-kenaf,REO,931.9724240122896
manteau,3.33,coton-rdp,MM,24793.73681238964
manteau,3.63,coton-rdp,VN,27425.05807917253
pantalon,1.3,coton-rdpc,RAF,10230.310832474364
maillot-de-bain,0.1,coton-rdpc,RAS,731.3527376409914
pantalon,1.08,ei-coton-organic,RAF,9679.521255517118
tshirt,0.34,ei-pet,---,2720.839304609738
slip,0.11,ei-pet,ROC,1017.2468513138124
chaussettes,0.01,ei-jute-kenaf,FR,77.59334814593541
manteau,0.42,ei-pet-r,MA,2912.446945702099
chaussettes,0.19,ei-pp,MM,1245.900870679006
pantalon,1.47,ei-coton-organic,MM,13514.529196884676
calecon,0.12,ei-chanvre,BD,1155.692636903857
chemise,0.320607724960241,ei-viscose,KH,2779.9344398707785
manteau,3.45,ei-chanvre,IN,26339.618421692285
calecon,0.1,ei-chanvre,ROC,1048.091517471444
jupe,0.32,ei-pet,MM,2450.843980228635
calecon,0.04,ei-pet-r,MM,369.2903561724651
slip,0.06,ei-pa,TN,501.1079196734116
tshirt,0.23,ei-coton-organic,CN,2135.930524845492
calecon,0.15,ei-coton,MA,1862.8248936642967
tshirt,0.24,ei-coton-organic,TN,2060.301759498301
calecon,0.09,ei-laine-par-defaut,RLA,1442.1337314689931
tshirt,0.13,ei-viscose,BD,1155.995912431772
pull,0.87,elasthane,RAS,7797.73377717459
chaussettes,0.07,ei-coton-organic,CN,536.1263708829647
pantalon,0.21,ei-jute-kenaf,CN,2164.9708805611776
maillot-de-bain,0.27,ei-pa,CN,1997.2493954663053
chemise,0.3010009440928394,ei-pa,RNA,2475.061255084325
jean,1.2749858794712354,elasthane,ROC,13724.370155331291
slip,0.11,ei-chanvre,IN,992.1075855222938
chaussettes,0.07,ei-coton,PK,661.9294529128302
chaussettes,0.13,elasthane,KH,1089.8396368995598
slip,0.06,ei-coton,TR,700.803338751818
maillot-de-bain,0.21,ei-coton-organic,RLA,1682.020226731355
manteau,2.12,ei-chanvre,RLA,16365.198150560474
jean,1.1980841421632429,ei-pa,IN,10514.393537759115
pull,0.33,ei-lin,CN,2424.317289615494
jupe,0.68,ei-coton,RNA,7635.064672013425
calecon,0.17,coton-rdpc,BD,1572.4841219427792
slip,0.09,ei-pa,MA,761.7028895667821
calecon,0.12,ei-laine-par-defaut,CN,1938.967720373535
pull,0.94,ei-pa,RAS,7202.616326077455
calecon,0.06,ei-viscose,BD,610.7186615889209
pull,0.52,ei-pet-r,VN,3733.65614044954
calecon,0.15,ei-pp,FR,1209.9791229851137
maillot-de-bain,0.4,ei-acrylique,MA,2748.088786716416
chemise,0.2066315115164025,ei-pp,MM,1567.1565198095734
chaussettes,0.11,ei-pa,FR,706.5059889490968
calecon,0.16,ei-acrylique,RAS,1557.0489575359068
chaussettes,0.14,ei-pa,TR,903.2998637408176
tshirt,0.48,ei-coton-organic,---,4357.757561580141
slip,0.15,ei-pp,ROC,1323.8433664345698
tshirt,0.31,ei-pet-r,RAF,2356.997769486539
chaussettes,0.11,ei-chanvre,FR,673.9673702517794
maillot-de-bain,0.21,ei-pp,IN,1424.1055862752478
pantalon,1.07,ei-pet,TN,7892.829987560184
jean,0.641729298142819,coton-rdp,RNA,5474.986621663003
maillot-de-bain,0.3,ei-pet,FR,1880.164125405642
jean,1.2904646476884647,ei-coton,PK,15615.67918561282
jean,0.9065455882100584,ei-pet,RLA,7615.025523742312
manteau,3.86,ei-viscose,VN,31185.52820655305
slip,0.07,ei-coton,CN,874.4230893215807
chemise,0.4459631721575981,ei-pp,RAF,3237.6874240737134
maillot-de-bain,0.31,ei-jute-kenaf,RAS,2669.047745012825
manteau,0.26,ei-pet,VN,2041.018266649756
maillot-de-bain,0.35,ei-coton,PK,3527.332696741999
jean,0.7966124932809581,ei-pp,IN,6446.242311810271
tshirt,0.5,ei-coton-organic,RNA,4532.249789018647
manteau,3.35,coton-rdp,RLA,24960.720840312017
tshirt,0.43,ei-laine-nouvelle-filiere,IN,3833.89579051578
jupe,0.89,ei-laine-nouvelle-filiere,CN,7667.314717062811
jupe,0.67,ei-lin,MA,4790.548112659936
jupe,0.68,elasthane,TN,5929.748286072434
jean,0.8627989339849067,coton-rdp,RME,6975.843718647143
slip,0.06,ei-viscose,RNA,549.7811687440598
pull,0.17,ei-coton-organic,VN,1474.9652341207377
chemise,0.3019042492830223,ei-coton,TR,3298.1665835300378
slip,0.11,ei-coton-organic,BD,1061.7804179661773
manteau,2.48,coton-rdp,KH,18833.793601430683
tshirt,0.14,coton-rdpc,FR,1050.2988172091132
maillot-de-bain,0.34,ei-lin,TN,2159.329726891008
pull,1.17,coton-rdp,ROC,9254.61826170873
maillot-de-bain,0.28,ei-lin,BD,1941.0344922137856
maillot-de-bain,0.29,ei-acrylique,FR,1944.8684528003664
tshirt,0.12,coton-rdpc,PK,976.6146683037824
pantalon,1.01,ei-jute-kenaf,FR,9252.743222853172
jupe,0.06,coton-rdp,ROC,547.5338841484893
chaussettes,0.2,ei-acrylique,RME,1338.534772773528
jupe,0.62,elasthane,KH,5843.259686420676
calecon,0.16,coton-rdp,ROC,1589.441269462643
jupe,0.19,ei-coton-organic,TN,1588.5578250240085
calecon,0.13,ei-laine-par-defaut,FR,1977.1748577324204
manteau,0.43,ei-chanvre,RME,3220.559005537953
calecon,0.04,ei-pet-r,FR,338.8513553865985
tshirt,0.31,ei-viscose,CN,2689.168153821651
calecon,0.12,ei-acrylique,MM,1156.0080848599198
chemise,0.3405393291448056,ei-pp,REO,2332.9955816670326
maillot-de-bain,0.17,ei-chanvre,FR,1124.1292637611534
manteau,2.96,coton-rdpc,RME,20839.55687190605
chaussettes,0.05,ei-pet,KH,356.0099206055211
pull,0.63,ei-coton,FR,6486.9776880643785
chemise,0.2812464215051115,ei-laine-par-defaut,BD,4112.753571494407
pull,0.34,coton-rdp,RME,2346.201162418508
chaussettes,0.13,coton-rdp,MA,790.4062479827749
slip,0.07,ei-pp,RME,550.9464997589438
pull,0.76,ei-coton-organic,PK,6252.268469972615
chaussettes,0.02,elasthane,IN,181.1858480464399
chemise,0.2460551220902476,ei-lin,VN,1979.7130520601213
pantalon,1.47,ei-viscose,RME,12019.90974056798
chaussettes,0.14,ei-pet-r,RME,865.5160294623274
chemise,0.1475059474459852,ei-laine-nouvelle-filiere,MM,1323.2289038635904
slip,0.06,ei-pet-r,RNA,500.9258783443919
tshirt,0.49,ei-laine-par-defaut,IN,7180.28017547136
jupe,0.55,ei-jute-kenaf,REO,4833.475041317533
chaussettes,0.03,ei-laine-nouvelle-filiere,TN,209.41101037265096
pantalon,0.97,ei-laine-nouvelle-filiere,RME,8304.600433688516
jean,0.6707426327805702,ei-acrylique,PK,5853.6140403524205
pantalon,0.62,ei-acrylique,RAF,5128.816869075009
maillot-de-bain,0.06,coton-rdp,BD,442.2945040803013
slip,0.02,coton-rdp,TR,179.60983269106742
manteau,3.0,elasthane,CN,27328.53279954777
calecon,0.14,coton-rdpc,RME,1235.3019294110163
jupe,0.5,ei-pet-r,---,3720.935691457873
calecon,0.15,coton-rdp,KH,1409.9506600864768
pull,0.22,coton-rdpc,---,1652.997372470264
chaussettes,0.06,ei-viscose,REE,392.2135532101031
pull,1.42,ei-pa,KH,11050.192203798371
pantalon,1.46,ei-pp,TR,10182.005798267768
slip,0.08,ei-pp,RNA,649.7322022750252
pull,0.41,coton-rdpc,ROC,3300.21145705888
pantalon,0.87,ei-laine-par-defaut,MA,12465.303733541234
tshirt,0.13,ei-acrylique,RNA,1126.4621270434104
tshirt,0.47,ei-lin,RAF,3606.710208493593
jupe,0.3,ei-viscose,RAS,2514.595315610272
slip,0.13,ei-pet,KH,1119.766051818629
tshirt,0.38,ei-coton,BD,4429.108646838526
maillot-de-bain,0.2,elasthane,ROC,1841.5097720866413
jean,0.8013017318721981,coton-rdpc,IN,6889.135909071728
pantalon,0.43,coton-rdpc,RLA,3537.889834199911
pull,0.26,ei-coton,BD,2875.91571795697
pull,0.87,elasthane,KH,7912.6291087042355
manteau,2.31,ei-viscose,---,18332.72281636772
jupe,0.17,ei-pa,ROC,1505.6271862376134
slip,0.08,ei-laine-par-defaut,CN,1237.5756366293615
manteau,2.1,ei-acrylique,---,16399.019916606707
manteau,1.88,ei-lin,RLA,13939.88744882329
tshirt,0.32,ei-pet-r,TN,2310.4153676230167
maillot-de-bain,0.24,ei-chanvre,RAF,1695.8670037211557
jupe,0.33,coton-rdpc,REO,2365.00803932302
pull,0.94,ei-pp,CN,6515.884754320863
jean,0.8987109337090512,ei-jute-kenaf,KH,9457.26482941655
chemise,0.1347888243967668,ei-pet,REO,985.9671739286368
pull,0.19,coton-rdp,FR,1266.7193454727549
tshirt,0.29,ei-pet,RAF,2256.599535563617
pantalon,0.66,ei-viscose,RLA,5743.965434958505
chaussettes,0.05,ei-pet,TN,313.29600869140563
maillot-de-bain,0.31,ei-pet-r,IN,2111.356619883956
maillot-de-bain,0.37,ei-chanvre,FR,2431.2173006715634
manteau,3.14,elasthane,RME,27089.62309658345
tshirt,0.16,ei-laine-nouvelle-filiere,RAF,1426.1231520206095
tshirt,0.35,ei-laine-par-defaut,FR,4890.907510589779
chaussettes,0.03,elasthane,MM,250.3343054768569
jean,0.6424871922927681,ei-coton,RNA,7917.995867252071
chaussettes,0.08,ei-pp,---,532.6958861441159
manteau,1.14,ei-pet,KH,8612.71541618231
jupe,0.51,ei-chanvre,VN,4161.487283656094
jean,0.6198112439588157,ei-acrylique,RME,5263.583836126213
manteau,3.32,elasthane,BD,30133.66477949843
jean,1.0217415089537023,ei-pp,TN,7659.971772956925
chaussettes,0.08,ei-pet,MM,545.7721678776358
chemise,0.3924050499563979,coton-rdp,REO,2835.626809169328
slip,0.06,ei-pp,IN,527.5989137287644
chaussettes,0.13,ei-acrylique,MM,935.503760575237
maillot-de-bain,0.25,ei-pa,RNA,1828.404271431493
pull,0.16,ei-coton-organic,CN,1382.0687956141155
maillot-de-bain,0.23,ei-lin,RNA,1588.1368452864515
jupe,0.87,elasthane,RME,7679.756269627147
chemise,0.3834947185262825,ei-lin,KH,3071.4161108929607
pantalon,0.45,ei-jute-kenaf,MM,4472.469973541196
slip,0.14,ei-coton,TN,1602.0885503934874
pantalon,1.15,ei-pet-r,BD,8944.658312043612
manteau,1.28,ei-chanvre,CN,9962.940629823051
pull,1.16,ei-jute-kenaf,REE,9729.90074476754
chaussettes,0.09,ei-chanvre,PK,601.6593979127176
jupe,0.13,ei-pp,VN,997.8931040362992
pantalon,0.49,ei-jute-kenaf,IN,4892.831484310419
maillot-de-bain,0.05,ei-chanvre,RLA,375.2889048415975
jupe,0.32,ei-pp,RAF,2291.644518085488
pull,0.97,coton-rdp,RAS,7096.2572078779285
jean,0.8547142854360439,ei-coton,RAF,10333.272930434005
jean,0.7245190445811386,ei-coton-organic,FR,6535.4359191657495
chemise,0.1802168167887198,ei-chanvre,RME,1429.9302121008736
calecon,0.09,ei-jute-kenaf,KH,1025.0534277117777
slip,0.02,ei-jute-kenaf,REE,223.7743965492115
pull,0.89,ei-viscose,MA,6515.704839949573
maillot-de-bain,0.21,ei-pp,KH,1448.138956497889
jean,1.4117304834523603,coton-rdp,VN,12169.731267041958
chemise,0.0965783598423896,ei-jute-kenaf,FR,891.5756021591106
tshirt,0.49,ei-coton-organic,RME,4225.757136636602
chemise,0.1751752477409169,ei-coton,KH,2079.9470617350057
jupe,0.71,ei-pp,KH,5301.21640100978
jupe,0.66,ei-pa,---,5271.239497948098
manteau,1.91,ei-coton,TR,19965.942012265088
calecon,0.07,ei-lin,TN,606.161470361479
chaussettes,0.14,ei-jute-kenaf,ROC,1221.7301579621785
chaussettes,0.12,elasthane,IN,986.283579764278
jean,0.3271996826003319,ei-jute-kenaf,CN,3474.184327604967
manteau,2.56,ei-coton,BD,28435.38949927402
tshirt,0.29,coton-rdp,BD,2333.7407651106773
jupe,0.69,ei-laine-par-defaut,RNA,9781.140410846192
jean,1.40843941278752,ei-viscose,BD,12805.15091076408
chaussettes,0.03,ei-acrylique,RAS,227.33034191925515
jean,0.3917701783240296,ei-viscose,RAF,3539.921623392862
pull,1.37,ei-lin,MA,9173.027300058886
pantalon,1.46,ei-acrylique,FR,11296.337376456078
maillot-de-bain,0.38,elasthane,RAS,3238.1802012599696
slip,0.03,ei-viscose,MA,287.6947704810373
chemise,0.2332241382283436,ei-pa,PK,1890.04200324078
calecon,0.09,ei-coton-organic,RAS,957.3590764862824
slip,0.08,ei-pet,TN,627.7631830514556
pantalon,0.6,ei-laine-par-defaut,VN,9013.00686195396
pantalon,0.39,ei-coton,MA,4450.041282990504
jupe,0.26,ei-pet,RME,1890.269771202025
chaussettes,0.18,ei-coton-organic,RAS,1356.3629823043486
chemise,0.2517168473632529,ei-coton,VN,2954.464339173858
pantalon,0.24,ei-pet-r,RAF,1887.030591990084
calecon,0.19,ei-pp,---,1692.3538012284123
manteau,1.68,ei-pa,MM,13144.446548473514
jupe,0.85,ei-lin,TN,6030.0395184422505
jean,0.9847567974988972,ei-coton,REO,11458.281399235646
jupe,0.35,ei-chanvre,PK,2758.2561106484736
calecon,0.11,ei-coton-organic,KH,1173.394019006111
calecon,0.12,ei-acrylique,KH,1191.673857002497
pantalon,0.96,ei-lin,ROC,8302.15488918209
jean,0.6435460045916862,ei-laine-par-defaut,FR,9522.942444123504
calecon,0.19,coton-rdp,VN,1765.5008728590158
jupe,0.58,elasthane,MM,5389.550101854128
chaussettes,0.04,ei-acrylique,PK,284.9116028989745
jupe,0.46,ei-viscose,BD,3815.8893986277935
pantalon,0.76,ei-pet-r,VN,6042.556307732613
pull,1.03,ei-lin,RNA,7441.461858914324
maillot-de-bain,0.21,ei-pet,RAF,1422.1346508923236
pantalon,0.13,ei-pet-r,TN,1002.6032245207412
manteau,2.01,ei-jute-kenaf,REO,17097.203013067017
jupe,0.11,ei-pet,KH,889.6287893368658
manteau,3.97,ei-pa,RAF,29931.544125929293
calecon,0.11,ei-coton-organic,---,1170.517083218417
pull,1.29,ei-pet-r,RLA,9089.710888898751
maillot-de-bain,0.37,ei-laine-par-defaut,RME,4661.8447888455385
jupe,0.77,ei-pet,IN,5818.334454113556
calecon,0.02,ei-pet-r,VN,208.3058962355568
jupe,0.11,ei-lin,MM,863.848788757116
jupe,0.97,ei-laine-nouvelle-filiere,TR,7715.193085147737
manteau,1.21,ei-chanvre,MM,9358.225011200622
calecon,0.07,ei-acrylique,REO,634.567777674582
slip,0.12,ei-pp,REO,881.4415193310545
calecon,0.17,ei-lin,TN,1441.483610900675
chemise,0.441288538426255,ei-pet,KH,3503.3713517943406
calecon,0.1,coton-rdpc,RLA,926.8844787735748
calecon,0.04,ei-pp,TR,348.61462188551417
manteau,1.48,ei-coton-organic,MM,12656.421130092329
tshirt,0.46,ei-laine-par-defaut,TN,6471.712545251529
maillot-de-bain,0.22,coton-rdp,MM,1534.7668127748157
jean,1.1271935210913515,ei-acrylique,ROC,10704.220984058536
slip,0.12,ei-viscose,REE,1012.1867212831902
tshirt,0.09,ei-lin,RME,718.5597438825241
pantalon,0.82,ei-coton,BD,9658.530951265922
chemise,0.3497704036884499,coton-rdp,RME,2614.0184969517068
calecon,0.17,ei-acrylique,TR,1519.858373668991
tshirt,0.29,ei-laine-par-defaut,TN,4097.479279371737
jean,1.0577277953799158,ei-coton,ROC,13679.901461603871
tshirt,0.47,ei-coton-organic,RAF,4161.248337074937
pantalon,0.87,ei-acrylique,PK,7194.480556214766
jupe,0.57,ei-laine-nouvelle-filiere,RNA,4898.402504794867
pull,0.55,ei-chanvre,RNA,4171.795312149803
chaussettes,0.15,ei-pa,RNA,1067.046706643861
slip,0.02,coton-rdpc,RAS,206.00804320978213
slip,0.09,coton-rdp,REE,711.8165105357355
chaussettes,0.05,coton-rdpc,RLA,337.557945490114
calecon,0.12,ei-jute-kenaf,VN,1344.6983104575068
maillot-de-bain,0.32,ei-acrylique,MM,2360.407773302265
pantalon,1.02,ei-acrylique,RME,8159.775148697306
pantalon,0.46,ei-lin,BD,3736.614321540241
pull,0.53,ei-laine-par-defaut,RLA,7478.025401138932
jean,1.0609239031640048,ei-coton,BD,13050.992841238183
chaussettes,0.09,ei-coton-organic,IN,683.2774725803481
jupe,0.21,ei-viscose,RME,1674.6772020359422
slip,0.02,elasthane,REE,221.6057627340338
pull,0.72,ei-pp,PK,4845.562537954971
calecon,0.05,coton-rdp,MA,461.4851468239484
jean,1.0678076601009856,ei-viscose,PK,9531.325977101513
tshirt,0.46,coton-rdp,RAS,3683.30027505285
jupe,0.85,ei-chanvre,RAS,6822.311285074677
chemise,0.4647880445211214,ei-pet,RAF,3506.8233461710806
tshirt,0.45,ei-chanvre,IN,3728.2174367662537
slip,0.01,ei-coton,KH,157.66634652862024
slip,0.1,ei-coton-organic,---,987.9824384500192
calecon,0.1,elasthane,RLA,1091.8368146538523
pull,0.87,elasthane,IN,7737.705361660042
pantalon,0.84,ei-pp,MA,6019.455420471781
pantalon,1.0,ei-pp,BD,7663.821376843451
maillot-de-bain,0.4,ei-jute-kenaf,KH,3481.865365933745
pantalon,0.82,coton-rdp,ROC,7150.889575838473
calecon,0.14,ei-coton,REE,1720.6025272252716
jupe,0.16,coton-rdp,IN,1276.303153291799
pull,0.25,ei-pp,TR,1580.3225907854476
calecon,0.07,ei-acrylique,REO,634.567777674582
pantalon,1.31,coton-rdp,---,10486.020551592972
tshirt,0.32,ei-acrylique,PK,2650.0295079911675
chemise,0.4604309985877447,coton-rdpc,RAS,3671.3656457586094
pantalon,1.44,ei-pp,VN,11186.884183857368
slip,0.1,ei-pet,RAF,825.0677488112024
calecon,0.11,ei-lin,MA,961.5471398841416
tshirt,0.2,ei-pp,KH,1602.1270660460236
slip,0.13,ei-laine-par-defaut,MM,1962.2810666850053
calecon,0.16,ei-laine-par-defaut,RAS,2570.3432072200503
pull,1.02,ei-jute-kenaf,RAS,9259.816981191683
tshirt,0.2,ei-chanvre,IN,1704.9225679638496
jean,1.174591677409781,ei-pp,RAF,9193.31860918433
slip,0.13,elasthane,MA,1251.7931091953387
slip,0.1,ei-coton,FR,1132.7399929323192
pantalon,0.81,ei-pet-r,RAS,6357.243759987667
chaussettes,0.15,ei-chanvre,REO,920.2930942007775
chaussettes,0.02,ei-laine-nouvelle-filiere,RAF,152.7304472031212
chemise,0.3170449787972524,ei-pa,MM,2613.9554727381687
maillot-de-bain,0.05,elasthane,VN,453.596189462794
maillot-de-bain,0.08,ei-pet,VN,585.386826176129
jupe,0.47,ei-pa,BD,3780.1718765238575
tshirt,0.08,ei-chanvre,TR,653.6417787846602
tshirt,0.11,ei-laine-par-defaut,TR,1580.1668071543131
manteau,0.8,ei-lin,VN,6091.209785202833
chaussettes,0.06,coton-rdp,REE,363.3876697066664
maillot-de-bain,0.31,ei-jute-kenaf,KH,2706.046867802657
tshirt,0.35,ei-jute-kenaf,RME,3259.9475066666973
chemise,0.1992009848440036,ei-laine-nouvelle-filiere,ROC,1916.1114600173669
tshirt,0.46,coton-rdp,RNA,3653.513760335001
pantalon,1.13,ei-acrylique,MM,9548.344353489798
maillot-de-bain,0.15,ei-laine-par-defaut,RNA,1960.2807205819229
pull,0.31,ei-jute-kenaf,RLA,2827.8877081189253
tshirt,0.31,ei-laine-nouvelle-filiere,CN,2798.461885821635
pantalon,1.24,ei-chanvre,KH,10573.814582970112
pantalon,1.29,coton-rdp,KH,10572.62815113612
jupe,0.87,coton-rdp,RME,6314.64150428731
slip,0.12,ei-pet-r,CN,1004.0164397846156
jupe,0.85,ei-viscose,VN,7127.012021492088
tshirt,0.33,coton-rdp,TR,2415.260892856841
jean,0.4184566401892133,coton-rdpc,ROC,3928.9307936929945
pantalon,0.18,ei-pp,TR,1334.3490710129322
jean,0.7370425331257622,coton-rdp,MA,5922.137030863058
chemise,0.157020278936478,ei-pp,RNA,1197.3093720322065
jupe,0.17,ei-coton,ROC,2054.668307038788
jupe,0.9,ei-pet-r,CN,6705.887671962055
chemise,0.313162948137762,ei-pet-r,VN,2439.16773753895
tshirt,0.47,ei-viscose,KH,4104.886708636775
calecon,0.04,ei-pa,TN,373.5779072104571
pull,0.62,ei-coton,RNA,6800.979068728387
pantalon,0.92,ei-pa,ROC,8312.601153842166
tshirt,0.16,elasthane,RLA,1577.064131186603
slip,0.07,coton-rdp,RAS,614.8387358285174
tshirt,0.11,ei-viscose,KH,1009.0726663716694
pantalon,1.37,ei-pet-r,IN,10590.5837019922
pull,1.08,ei-lin,MM,7847.106251375875
tshirt,0.3,ei-viscose,IN,2595.1295574547885
jean,0.9278843222183496,elasthane,REE,8832.64924865577
pull,1.44,ei-pet-r,MM,10137.671474943269
pantalon,1.38,ei-viscose,BD,11903.95510299569
maillot-de-bain,0.23,coton-rdp,KH,1647.465102654647
jupe,0.29,ei-pet-r,BD,2180.7846911461934
chaussettes,0.1,ei-laine-nouvelle-filiere,RME,696.9179117015238
maillot-de-bain,0.21,ei-coton,VN,2192.59451279476
maillot-de-bain,0.31,ei-pet,MM,2151.3817536036445
pull,0.25,ei-acrylique,---,1950.8068423116133
manteau,1.82,ei-lin,FR,12191.462840618316
manteau,2.38,ei-viscose,KH,19331.739565752767
chaussettes,0.17,ei-viscose,RAF,1163.1870345347895
chemise,0.3833430637361792,ei-acrylique,BD,3174.1704358621264
jean,0.748440856625847,coton-rdpc,RLA,6451.900894640267
tshirt,0.24,ei-pet-r,RAS,1909.1340696331567
